rt,stimulus,button_pressed,trial_type,trial_index,time_elapsed,internal_node_id,condition,pointvals_firsthalf,subjID,gender,age,dob,dot,language,turkID,animation_sequence,responses,key_press,earnedThis,earnedCumulative,posttest
3233,Which monster did you like the most?</p>,3,html-button-response,172,1097316,0.0-14.0-0.0,dynamic,"2,3,6,1",I019,,8,,4/13/2019,,C631851,,,,,,
7689,,,survey-text,173,1105809,0.0-15.0,dynamic,"2,3,6,1",I019,,8,,4/13/2019,,C631851,,"\{""Q0"":""Gave most dtars""\}",,,,
rt,stimulus,button_pressed,trial_type,trial_index,time_elapsed,internal_node_id,condition,pointvals_firsthalf,subjID,gender,age,dob,dot,language,turkID,animation_sequence,responses,key_press,earnedThis,earnedCumulative,posttest
23810,,0,html-button-response,0,23818,0.0-0.0,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
,,,animation,1,35827,0.0-1.0,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,"[\{""stimulus"":""img/screen1a.png"",""time"":3008\},\{""stimulus"":""img/screen1b.png"",""time"":6007\},\{""stimulus"":""img/screen1c.png"",""time"":9011\}]",[],,,,
2391,<img src='img/screen1d.png'></img>,0,html-button-response,2,38227,0.0-2.0,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
,,,animation,3,59034,0.0-3.0,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,"[\{""stimulus"":""img/screen2.jpg"",""time"":802\},\{""stimulus"":""img/screen2.jpg"",""time"":1603\},\{""stimulus"":""img/screen2.jpg"",""time"":2404\},\{""stimulus"":""img/screen2.jpg"",""time"":3203\},\{""stimulus"":""img/screen2.jpg"",""time"":4003\},\{""stimulus"":""img/screen3a.jpg"",""time"":4802\},\{""stimulus"":""img/screen3b.jpg"",""time"":5606\},\{""stimulus"":""img/screen3c.jpg"",""time"":6406\},\{""stimulus"":""img/screen3d.jpg"",""time"":7205\},\{""stimulus"":""img/screen4a.jpg"",""time"":8002\},\{""stimulus"":""img/screen4a.jpg"",""time"":8806\},\{""stimulus"":""img/screen4b.jpg"",""time"":9606\},\{""stimulus"":""img/screen4c.jpg"",""time"":10406\},\{""stimulus"":""img/screen4d.jpg"",""time"":11202\},\{""stimulus"":""img/screen4d.jpg"",""time"":12001\},\{""stimulus"":""img/screen5a.jpg"",""time"":12805\},\{""stimulus"":""img/screen5b1.jpg"",""time"":13606\},\{""stimulus"":""img/screen5b2.jpg"",""time"":14407\},\{""stimulus"":""img/screen5b3.jpg"",""time"":15202\},\{""stimulus"":""img/screen5b4.jpg"",""time"":16002\},\{""stimulus"":""img/screen5b5.jpg"",""time"":16801\},\{""stimulus"":""img/screen5b6.jpg"",""time"":17606\},\{""stimulus"":""img/screen5c.jpg"",""time"":18406\},\{""stimulus"":""img/screen5d.jpg"",""time"":19202\},\{""stimulus"":""img/screen5d.jpg"",""time"":20001\}]",[],,,,
4739,<img src='img/screen5e.jpg'></img>,0,html-button-response,4,63778,0.0-4.0,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
5959,<p align='center'></p>,0,html-button-response,5,69742,0.0-5.0,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
5157,,1,html-button-response,6,74910,0.0-6.0-0.0,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/2star.wav,,audio-keyboard-response,7,76416,0.0-6.0-1.0,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,2,2,
3325,,2,html-button-response,8,79753,0.0-6.0-0.1,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,9,81259,0.0-6.0-1.1,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,8,
1985,,3,html-button-response,10,83254,0.0-6.0-0.2,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/1star.wav,,audio-keyboard-response,11,84759,0.0-6.0-1.2,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,1,9,
1058,,0,html-button-response,12,85826,0.0-6.0-0.3,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/3star.wav,,audio-keyboard-response,13,87342,0.0-6.0-1.3,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,3,12,
1894,,1,html-button-response,14,89244,0.0-6.0-0.4,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/2star.wav,,audio-keyboard-response,15,90752,0.0-6.0-1.4,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,2,14,
813,,2,html-button-response,16,91574,0.0-6.0-0.5,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,17,93078,0.0-6.0-1.5,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,20,
1007,,3,html-button-response,18,94093,0.0-6.0-0.6,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/1star.wav,,audio-keyboard-response,19,95598,0.0-6.0-1.6,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,1,21,
936,,0,html-button-response,20,96543,0.0-6.0-0.7,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/3star.wav,,audio-keyboard-response,21,98049,0.0-6.0-1.7,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,3,24,
2201,,1,html-button-response,22,100260,0.0-6.0-0.8,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/2star.wav,,audio-keyboard-response,23,101766,0.0-6.0-1.8,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,2,26,
881,,2,html-button-response,24,102660,0.0-6.0-0.9,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,25,104164,0.0-6.0-1.9,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,32,
1596,,0,html-button-response,26,105769,0.0-6.0-0.10,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/3star.wav,,audio-keyboard-response,27,107273,0.0-6.0-1.10,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,3,35,
808,,3,html-button-response,28,108088,0.0-6.0-0.11,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/1star.wav,,audio-keyboard-response,29,109592,0.0-6.0-1.11,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,1,36,
1016,,2,html-button-response,30,110617,0.0-6.0-0.12,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,31,112122,0.0-6.0-1.12,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,42,
1601,,1,html-button-response,32,113734,0.0-6.0-0.13,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/2star.wav,,audio-keyboard-response,33,115239,0.0-6.0-1.13,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,2,44,
1061,,0,html-button-response,34,116316,0.0-6.0-0.14,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/3star.wav,,audio-keyboard-response,35,117821,0.0-6.0-1.14,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,3,47,
761,,3,html-button-response,36,118593,0.0-6.0-0.15,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/1star.wav,,audio-keyboard-response,37,120101,0.0-6.0-1.15,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,1,48,
1089,,2,html-button-response,38,121197,0.0-6.0-0.16,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,39,122704,0.0-6.0-1.16,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,54,
1185,,0,html-button-response,40,123897,0.0-6.0-0.17,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/3star.wav,,audio-keyboard-response,41,125405,0.0-6.0-1.17,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,3,57,
759,,1,html-button-response,42,126170,0.0-6.0-0.18,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/2star.wav,,audio-keyboard-response,43,127682,0.0-6.0-1.18,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,2,59,
721,,3,html-button-response,44,128416,0.0-6.0-0.19,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/1star.wav,,audio-keyboard-response,45,129935,0.0-6.0-1.19,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,1,60,
938,,2,html-button-response,46,130890,0.0-6.0-0.20,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,47,132395,0.0-6.0-1.20,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,66,
1065,,0,html-button-response,48,133469,0.0-6.0-0.21,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/3star.wav,,audio-keyboard-response,49,134974,0.0-6.0-1.21,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,3,69,
698,,1,html-button-response,50,135685,0.0-6.0-0.22,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/2star.wav,,audio-keyboard-response,51,137190,0.0-6.0-1.22,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,2,71,
699,,3,html-button-response,52,137904,0.0-6.0-0.23,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/1star.wav,,audio-keyboard-response,53,139413,0.0-6.0-1.23,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,1,72,
807,,2,html-button-response,54,140230,0.0-6.0-0.24,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,55,141756,0.0-6.0-1.24,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,78,
875,,0,html-button-response,56,142645,0.0-6.0-0.25,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/3star.wav,,audio-keyboard-response,57,144155,0.0-6.0-1.25,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,3,81,
717,,1,html-button-response,58,144880,0.0-6.0-0.26,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/2star.wav,,audio-keyboard-response,59,146386,0.0-6.0-1.26,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,2,83,
655,,3,html-button-response,60,147052,0.0-6.0-0.27,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/1star.wav,,audio-keyboard-response,61,148557,0.0-6.0-1.27,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,1,84,
866,,2,html-button-response,62,149432,0.0-6.0-0.28,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,63,150945,0.0-6.0-1.28,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,90,
816,,0,html-button-response,64,151771,0.0-6.0-0.29,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/3star.wav,,audio-keyboard-response,65,153307,0.0-6.0-1.29,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,3,93,
736,,1,html-button-response,66,154053,0.0-6.0-0.30,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/2star.wav,,audio-keyboard-response,67,155557,0.0-6.0-1.30,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,2,95,
1003,,3,html-button-response,68,156572,0.0-6.0-0.31,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/1star.wav,,audio-keyboard-response,69,158090,0.0-6.0-1.31,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,1,96,
770,,2,html-button-response,70,158869,0.0-6.0-0.32,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,71,160373,0.0-6.0-1.32,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,102,
726,,0,html-button-response,72,161110,0.0-6.0-0.33,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/3star.wav,,audio-keyboard-response,73,162615,0.0-6.0-1.33,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,3,105,
1231,,1,html-button-response,74,163857,0.0-6.0-0.34,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/2star.wav,,audio-keyboard-response,75,165365,0.0-6.0-1.34,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,2,107,
1425,,3,html-button-response,76,166798,0.0-6.0-0.35,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/1star.wav,,audio-keyboard-response,77,168304,0.0-6.0-1.35,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,1,108,
909,,2,html-button-response,78,169225,0.0-6.0-0.36,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,79,170728,0.0-6.0-1.36,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,114,
981,,2,html-button-response,80,171721,0.0-6.0-0.37,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,81,173224,0.0-6.0-1.37,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,120,
863,,2,html-button-response,82,174096,0.0-6.0-0.38,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,83,175602,0.0-6.0-1.38,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,126,
920,,2,html-button-response,84,176532,0.0-6.0-0.39,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,85,178038,0.0-6.0-1.39,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,132,
1090,,2,html-button-response,86,179138,0.0-7.0-0.0,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,87,180642,0.0-7.0-1.0,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,138,
775,,2,html-button-response,88,181428,0.0-7.0-0.1,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,89,182933,0.0-7.0-1.1,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,144,
780,,2,html-button-response,90,183723,0.0-7.0-0.2,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,91,185231,0.0-7.0-1.2,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,150,
736,,2,html-button-response,92,185973,0.0-7.0-0.3,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,93,187476,0.0-7.0-1.3,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,156,
773,,2,html-button-response,94,188275,0.0-7.0-0.4,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,95,189781,0.0-7.0-1.4,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,162,
777,,2,html-button-response,96,190566,0.0-7.0-0.5,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,97,192072,0.0-7.0-1.5,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,168,
695,,2,html-button-response,98,192780,0.0-7.0-0.6,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,99,194289,0.0-7.0-1.6,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,174,
668,,2,html-button-response,100,194966,0.0-7.0-0.7,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,101,196469,0.0-7.0-1.7,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,180,
701,,2,html-button-response,102,197180,0.0-7.0-0.8,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,103,198691,0.0-7.0-1.8,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,186,
744,,2,html-button-response,104,199455,0.0-7.0-0.9,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,105,200959,0.0-7.0-1.9,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,192,
765,,2,html-button-response,106,201732,0.0-7.0-0.10,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,107,203235,0.0-7.0-1.10,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,198,
740,,2,html-button-response,108,203985,0.0-7.0-0.11,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,109,205487,0.0-7.0-1.11,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,204,
714,,2,html-button-response,110,206207,0.0-7.0-0.12,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,111,207712,0.0-7.0-1.12,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,210,
687,,2,html-button-response,112,208407,0.0-7.0-0.13,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,113,209910,0.0-7.0-1.13,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,216,
683,,2,html-button-response,114,210604,0.0-7.0-0.14,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,115,212108,0.0-7.0-1.14,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,222,
737,,2,html-button-response,116,212853,0.0-7.0-0.15,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,117,214357,0.0-7.0-1.15,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,228,
743,,2,html-button-response,118,215109,0.0-7.0-0.16,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,119,216613,0.0-7.0-1.16,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,234,
752,,2,html-button-response,120,217374,0.0-7.0-0.17,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,121,218877,0.0-7.0-1.17,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,240,
1276,,2,html-button-response,122,220162,0.0-7.0-0.18,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,123,221664,0.0-7.0-1.18,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,246,
819,,0,html-button-response,124,222520,0.0-7.0-0.19,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/3star.wav,,audio-keyboard-response,125,224023,0.0-7.0-1.19,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,3,249,
804,,2,html-button-response,126,224835,0.0-7.0-0.20,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,127,226339,0.0-7.0-1.20,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,255,
977,,2,html-button-response,128,227325,0.0-7.0-0.21,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,129,228830,0.0-7.0-1.21,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,261,
890,,2,html-button-response,130,229728,0.0-7.0-0.22,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,131,231234,0.0-7.0-1.22,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,267,
716,,2,html-button-response,132,231959,0.0-7.0-0.23,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,133,233464,0.0-7.0-1.23,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,273,
712,,2,html-button-response,134,234185,0.0-7.0-0.24,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,135,235689,0.0-7.0-1.24,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,279,
859,,2,html-button-response,136,236559,0.0-7.0-0.25,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,137,238063,0.0-7.0-1.25,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,285,
925,,2,html-button-response,138,238996,0.0-7.0-0.26,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,139,240500,0.0-7.0-1.26,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,291,
1295,,2,html-button-response,140,241805,0.0-7.0-0.27,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,141,243310,0.0-7.0-1.27,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,297,
643,,2,html-button-response,142,243964,0.0-7.0-0.28,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,143,245473,0.0-7.0-1.28,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,303,
508,,2,html-button-response,144,245988,0.0-7.0-0.29,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,145,247492,0.0-7.0-1.29,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,309,
633,,2,html-button-response,146,248134,0.0-7.0-0.30,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,147,249643,0.0-7.0-1.30,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,315,
462,,2,html-button-response,148,250118,0.0-7.0-0.31,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,149,251633,0.0-7.0-1.31,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,321,
652,,2,html-button-response,150,252306,0.0-7.0-0.32,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,151,253810,0.0-7.0-1.32,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,327,
644,,2,html-button-response,152,254462,0.0-7.0-0.33,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/6star.wav,,audio-keyboard-response,153,255966,0.0-7.0-1.33,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,6,333,
1405,,1,html-button-response,154,257381,0.0-7.0-0.34,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/2star.wav,,audio-keyboard-response,155,258886,0.0-7.0-1.34,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,2,335,
676,,3,html-button-response,156,259573,0.0-7.0-0.35,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/8star.wav,,audio-keyboard-response,157,261076,0.0-7.0-1.35,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,8,343,
789,,3,html-button-response,158,261874,0.0-7.0-0.36,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/8star.wav,,audio-keyboard-response,159,263377,0.0-7.0-1.36,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,8,351,
819,,3,html-button-response,160,264204,0.0-7.0-0.37,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/8star.wav,,audio-keyboard-response,161,265720,0.0-7.0-1.37,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,8,359,
942,,3,html-button-response,162,266672,0.0-7.0-0.38,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/8star.wav,,audio-keyboard-response,163,268178,0.0-7.0-1.38,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,8,367,
675,,0,html-button-response,164,268861,0.0-7.0-0.39,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
null,sound/3star.wav,,audio-keyboard-response,165,270363,0.0-7.0-1.39,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,null,3,370,
13231,sound/celebration.wav,0,audio-button-response,166,283604,0.0-8.0,dynamic,"3,2,6,1",I009,,12,,"April 6, 2019",,C626272,,,,,,
